model,index,N,z,k,delta_k,delta_log_Mhol2,delta_log_s,log_R,delta_log_R,mass_delta_g_inverse2,anomaly_delta_g_inverse2,physical_uv_delta_f,matched_delta_g_inverse2,holomorphic_uv_delta_alpha,physical_uv_delta_alpha,split_delta_alpha,taylor_delta_alpha,shape_chi,shape_time,shape_matched,kahler_delta_g_inverse2,kahler_wrong_boundary_delta_g_inverse2,kahler_negative_control_shift,kahler_mass_invariance_error,kahler_negative_control_residual,konishi_delta_g_inverse2,konishi_wrong_boundary_delta_g_inverse2,konishi_negative_control_shift,konishi_mass_invariance_error,konishi_negative_control_residual,high_low_identity_residual,scalar_min_over_s
canonical,167,-1.379785588016002,2.9740494523121503,0.954164464748219919022007040148,-0.0319720571810925363935763491437,0.0162838535038966948594462667801,-0.0156882036771958415341300823636,6.71787379263678999801782024368e-91,6.64987173780853589695084937182e-91,0.000198693420724444821860780828678,-0.000404930834633600122255871505887,0.000404930834633600122255871505887,-0.000206237413909155300395090677209,0.0000189125836273679571365437182534,-0.0000182201004640813876110577232004,1.28725298230033290989133815907e-94,0.0000190674106861188954720915112445,0.816670822070361351336317862557,0.818741645456694431441328781325,0.81815107337236824370841717036,-0.000206237413909155300395090677209,0.000198693420724444821860780828678,0.000404930834633600122255871505887,4.57487369251208958771532319734e-180,-1.45913116832401186816334474758e-181,-0.000206237413909155300395090677209,-0.00253192312643680171997780201809,-0.00232568571252764641958271134088,4.57487369251208958771532319734e-180,-1.69447490515046539528646486816e-181,-2.65350063271826351831317935951e-182,1.0
canonical,168,-1.3781755698269518,2.967656308329795,0.95421195700519498732255509441,-0.0319245649241174680930282948819,0.016259057837056030260184475568,-0.0156655070870614378328438193138,6.67182764831131783524235644124e-91,6.60382559348306373417538556937e-91,0.000198405965052311973218254477679,-0.000404329338172280123227929778583,0.000404329338172280123227929778583,-0.000205923373119968150009675300904,0.0000188837846100984076893250473661,-0.0000181937413832575844421242399993,1.27833949816662246001316177962e-94,0.0000190381392246856747710342659707,0.815417128332679844264313022181,0.817664983118662768868264362053,0.816905238992709226203904332084,-0.000205923373119968150009675300904,0.000198405965052311973218254477679,0.000404329338172280123227929778583,-3.16714836437813375023425009445e-180,-6.57785744429937608309120737014e-182,-0.000205923373119968150009675300904,-0.00252812578434151506314203660921,-0.0023222024112215469131323613083,-3.16714836437813375023425009445e-180,-8.70771826257878050355544446136e-182,-6.65140236205764281031718240782e-182,1.0
canonical,169,-1.3765655516379016,2.96127344914396,0.954259495991173312105147224008,-0.0318770259381391433104361652835,0.0162342396291267222679656314856,-0.0156427863090124210424705337979,6.62605338598231249303365399238e-91,6.55805133115405839196668312052e-91,0.000198118203036661819827634382591,-0.000403727249881220077522870859566,0.000403727249881220077522870859566,-0.000205609046844558257695236476975,0.0000188549594140606187952371756315,-0.0000181673542099854128128516961244,1.26947864471064351157901933324e-94,0.0000190088418818389350379870245529,0.814162326023179661839094775136,0.816588436286094499706978669897,0.815658272129632994556248471655,-0.000205609046844558257695236476975,0.000198118203036661819827634382591,0.000403727249881220077522870859566,3.34302509429395258914582598247e-180,-1.9980683256565904452752898237e-181,-0.000205609046844558257695236476975,-0.00252432481625015743165711911956,-0.00231871576940559917396188264259,3.34302509429395258914582598247e-180,-1.92981864197691892240958498873e-181,-2.01218894986617765690267703094e-181,1.0
canonical,170,-1.3749555334488515,2.9549008582092586,0.954307081223293539659157541565,-0.0318294407060189157564258477265,0.0162093991374228225855067649256,-0.0156200415685960931709190828009,6.58055020575272266445522956896e-91,6.5125481509244685633882586971e-91,0.00019783013753408431253606455252,-0.000403124575875930471778462303637,0.000403124575875930471778462303637,-0.000205294438341846159242397751117,0.0000188261083381174145762291956897,-0.0000181409392062037527940654005771,1.26067026708490573280245181713e-94,0.0000189795189632885398669021110306,0.812906428235190453867677988301,0.815512005209141812961463246574,0.814410185711830052618033240407,-0.000205294438341846159242397751117,0.00019783013753408431253606455252,0.000403124575875930471778462303637,-3.6948384335439131153364682206e-180,-9.10191902176309016148667066333e-182,-0.000205294438341846159242397751117,-0.00252052026108434521983770217302,-0.0023152258227424990605953044219,-3.6948384335439131153364682206e-180,-1.12494306203044785964851417636e-181,-9.10780261518375149966474866635e-182,1.0
canonical,171,-1.3733455152598013,2.948538519006921,0.954354712219330836683001341047,-0.0317818097099816187325820482443,0.0161845366188547122658545142456,-0.0155972730911269064667275339987,6.53531729767347932285680560124e-91,6.46731524284522522178983472938e-91,0.000197541771398220325536903758576,-0.000402521322263860167475401979279,0.000402521322263860167475401979279,-0.000204979550865639841938498220704,0.0000187972316806627095790047909788,-0.0000181144966335811109552553772928,1.25191420849609090209142550153e-94,0.0000189501707742392846630955801901,0.811649448040412748186494385875,0.814435690139075650529574515832,0.813160992647706056869299387686,-0.000204979550865639841938498220704,0.000197541771398220325536903758576,0.000402521322263860167475401979279,7.38950861731197625506837390306e-180,-3.38894981030093079057292973631e-181,-0.000204979550865639841938498220704,-0.00251671215771058026936766025491,-0.00231173260684494042742916203421,-3.51881362729141726431827328717e-181,-1.42147617043177930382364552829e-181,-9.84325179276641877192449904315e-182,1.0
canonical,172,-1.3717354970707512,2.9421864150447523,0.95440238849771302590899694612,-0.0317341334315994295065864431714,0.0161596523299206415595653509754,-0.015574481101678787947021092196,6.49035384194997228550733034715e-91,6.42235178712171818444035947528e-91,0.000197253107479664445380685963288,-0.000401917495144192040861091667633,0.000401917495144192040861091667633,-0.000204664387664527595480405704345,0.0000187683297396116826840815739983,-0.0000180880267535067063926623461537,1.24321031024502269502679435826e-94,0.0000189207976193809041371042985484,0.810391398488489972823339734437,0.813359491328290170268879549087,0.811910705824956743513252428913,-0.000204664387664527595480405704345,0.000197253107479664445380685963288,0.000401917495144192040861091667633,-3.51873342744231467174250036738e-181,-1.955706453027828810393128202e-181,-0.000204664387664527595480405704345,-0.00251290054493895726236428752969,-0.00230823615727442966688388182535,-3.51873342744231467174250036738e-181,-1.80273302409063401776310012362e-181,-1.95776571072506027875545550305e-181,1.0
canonical,173,-1.370125478881701,2.935844529857087,0.954450109577533547877497234957,-0.0316864123517789075380861543347,0.0161347465266999322794196585159,-0.0155516658250789752586664958188,6.4456590091500777012858853022e-91,6.37765695432182360021891443034e-91,0.000196964148625886901244623787987,-0.000401313100607678820162498221461,0.000401313100607678820162498221461,-0.000204348951981791918917874433475,0.0000187394028123928819568110548659,-0.0000180615298270833119666162560001,1.2345584117669366830980595313e-94,0.0000188913998028800445820562485403,0.809132292606664629418937142623,0.812283409030306971598248197386,0.810659338110226387376446954557,-0.000204348951981791918917874433475,0.000196964148625886901244623787987,0.000401313100607678820162498221461,-2.4630572032371863629921046366e-180,-1.19142766768392098106079561042e-181,-0.000204348951981791918917874433475,-0.00250908546152212520919541755743,-0.00230473650954033329027754312395,-2.4630572032371863629921046366e-180,-1.24261493044367462321007423665e-181,-1.20378321386730979123475941675e-181,1.0
canonical,174,-1.3685154606926508,2.9295128470047507,0.954497874978567742126679108226,-0.0316386469507447132889042810655,0.016109819464844453334367828633,-0.0155288274859002599545364524324,6.40123196040755820137550628496e-91,6.33322990557930410030853541309e-91,0.000196674897681135324878849261664,-0.000400708144736436881908581760066,0.000400708144736436881908581760066,-0.000204033247055301557029732498402,0.0000187104511959383238701652751041,-0.0000180350061151182459581267661716,1.22595835067085457391918152273e-94,0.0000188619776283702000896198580444,0.80787214339934726209284361471,0.811207443499778901920711453598,0.809406902348679498105142666205,-0.000204033247055301557029732498402,0.000196674897681135324878849261664,0.000400708144736436881908581760066,6.33343101876954011029608966819e-180,-1.70212357659732513491796627208e-181,-0.000204033247055301557029732498402,-0.00250526694615398389488863115419,-0.00230123369909868233785889865579,6.33343101876954011029608966819e-180,-1.60033741041988398443721681993e-181,-1.70977224804418487454946767599e-181,1.0
canonical,175,-1.3669054425036005,2.923191350075012,0.954545684221287059754173900446,-0.0315908377080253956614094888454,0.0160848713995711818536929308591,-0.0155059663084542138077165579863,6.35707184762593119400213077725e-91,6.28906979279767709293515990538e-91,0.000196385357486348960873641792276,-0.000400102633603766246734422800246,0.000400102633603766246734422800246,-0.00020371727611741728586078100797,0.000018681475186674853395248736807,-0.000018008455878115505389722801789,1.21740996277904906178665425397e-94,0.0000188325313989429325223728977463,0.806610963847740409243416129732,0.810131594992494616007736210016,0.808153411363627061013155738539,-0.00020371727611741728586078100797,0.000196385357486348960873641792276,0.000400102633603766246734422800246,2.81479388032630956309548327116e-180,-1.92923028263485278859177718843e-181,-0.00020371727611741728586078100797,-0.00250144503746854605647663947264,-0.00229772776135112877061585846467,2.81479388032630956309548327116e-180,-1.91099114303080264023973537909e-181,-1.92981864197691892240958498873e-181,1.0
canonical,176,-1.3652954243145503,2.9168800226815472,0.954593536826874799494885826387,-0.0315429851024376559206975629042,0.0160599025856539750725940599165,-0.0154830825167836808481035029877,6.31317781367941410499448507978e-91,6.24517575885116000392751420792e-91,0.000196095530879063577192101528836,-0.000399496573273951279627415640568,0.000399496573273951279627415640568,-0.000203401042394887702435314111732,0.0000186524750805145874333823702029,-0.0000179818793762670465756949917901,1.20891308216594283010823001558e-94,0.0000188030614171381622383124363055,0.805348766909422755507427402644,0.809055863765382772301875792479,0.80689887795611312363966028261,-0.000203401042394887702435314111732,0.000196095530879063577192101528836,0.000399496573273951279627415640568,2.46288828441823973129887740047e-180,-2.06161113459973289759853225626e-181,-0.000203401042394887702435314111732,-0.00249761977403867811121728137363,-0.0022942187316437904087819672619,2.46288828441823973129887740047e-180,-1.94864614092303520457943459838e-181,-8.66359131192382046721985943876e-182,1.0
canonical,177,-1.3636854061255002,2.910578848464391,0.954641432317237425979499122057,-0.0314950896120750294360842672347,0.0160349132774176531512000223932,-0.0154601763346573762848842448415,6.26954899261639437806921674859e-91,6.20154693778814027700224587673e-91,0.000195805420693343059724230076187,-0.000398889969802117342508679175924,0.000398889969802117342508679175924,-0.000203084549108774282784449099737,0.0000186234511728480422941873054522,-0.0000179552768694465125378548500434,1.20046754119749627788857510098e-94,0.0000187735679849371886373571840176,0.804085565518050201542804454924,0.807980250076516176512478486471,0.805643314904617493101738281821,-0.000203084549108774282784449099737,0.000195805420693343059724230076187,0.000398889969802117342508679175924,-3.51833124242395073479237537758e-181,-1.2649725854421877082867706481e-181,-0.000203084549108774282784449099737,-0.00249379119437519438091498635625,-0.00229070664526642009813053725651,-3.51833124242395073479237537758e-181,-9.88443694671104813917104506425e-182,-1.27409215524421278246279155278e-181,1.0
canonical,178,-1.36207538793645,2.9042878110898958,0.954689370215022247458311870124,-0.031447151714290207957271519167,0.0160099037287287693334473244428,-0.0154372479855614386238241947242,6.22618450985550046775987790632e-91,6.15818245502724636669290703445e-91,0.000195515029759672418602476426491,-0.000398282829234006903245188702878,0.000398282829234006903245188702878,-0.000202767799474334484642712276387,0.0000185944037585334136793811672012,-0.00001792864861719942195537135556,1.1920731705691629560455739322e-94,0.0000187440514037518030984582161472,0.802821372582889570991361791306,0.806904754185115872237336942911,0.804386734964591992327983811321,-0.000202767799474334484642712276387,0.000195515029759672418602476426491,0.000398282829234006903245188702878,-3.16642551643961258767527497775e-180,-5.24816533122991365484557868888e-182,-0.000202767799474334484642712276387,-0.00248995933692544328346673850821,-0.00228719153745110879882402623183,-3.16642551643961258767527497775e-180,-4.61273724179848913161315436332e-182,-5.25110712794024432393461769038e-182,1.0
canonical,179,-1.3604653697473998,2.8980068942506927,0.954737350043628464834944547262,-0.03139917188568399058063884203,0.0159848741929898444421987369187,-0.0154142976926941461384401051113,6.18308348238616983080948592632e-91,6.11508142755791572974251505445e-91,0.000195224360904890871527415528177,-0.000397675157605839598003094156504,0.000397675157605839598003094156504,-0.000202450796700948726475678628326,0.0000185653331318898803356532913942,-0.0000179019948787370330896895383746,1.18372979934471550813212846827e-94,0.0000187145119744174929866489149826,0.801556200988527537412414629682,0.805829376351555603810976210979,0.803129150868170778664582466033,-0.000202450796700948726475678628326,0.000195224360904890871527415528177,0.000397675157605839598003094156504,-2.99044435538720013775063340281e-180,-6.47783635614813333406388131889e-182,-0.000202450796700948726475678628326,-0.00248612424007242374242057747157,-0.00228367344337147501594489884325,-2.99044435538720013775063340281e-180,-7.95461830473412921676146007552e-182,-6.57197385087871474491312936712e-182,1.0
canonical,180,-1.3588553515583497,2.8917360816656457,0.95478537132722347494415011293,-0.0313511506020889804714332763611,0.0159598249231308656384587817526,-0.0153913256789581148329744946085,6.14024501896284740520760213893e-91,6.07224296413459330414063126707e-91,0.000194933416952093029814466708399,-0.000397066960944105747822099103302,0.000397066960944105747822099103302,-0.000202133543992012718007632394903,0.0000185362395866877302838924569223,-0.0000178753159129272827905218313562,1.17543725499383860774068083734e-94,0.0000186849499971834190675324660049,0.800290063594441356283201743735,0.804754116837366037552207680531,0.801870575323743208359893242829,-0.000202133543992012718007632394903,0.000194933416952093029814466708399,0.000397066960944105747822099103302,-2.63856675851244185773608835151e-180,-1.78861239988104680613571291639e-181,-0.000202133543992012718007632394903,-0.00248228594213348192753627942749,-0.00228015239814146920952864703258,-2.63856675851244185773608835151e-180,-1.86862927040204100535757375738e-181,-1.79420181363067507740488701925e-181,1.0
canonical,181,-1.3572453333692995,2.88547535707981,0.954833433590755446601507115595,-0.0313030883385570088140762736963,0.015934756171602735350653562936,-0.0153683321669542734634227107603,6.09766822030096239798970710905e-91,6.02966616547270829692273623718e-91,0.000194642200720552591143773898927,-0.000396458245265407081085404443716,0.000396458245265407081085404443716,-0.000201816044544854489941630544789,0.0000185071234161407520842985616884,-0.0000178486119782877893161817415231,1.16719536343006612425433309696e-94,0.00001865536577170469677360297742,0.799022973234668270572468561641,0.803678975905238945939868178462,0.800611021015624685627773774153,-0.000201816044544854489941630544789,0.000194642200720552591143773898927,0.000396458245265407081085404443716,-2.28670527738770775231913082017e-180,-1.35793336148863685150040309573e-181,-0.000201816044544854489941630544789,-0.00247844448135930626173427529911,-0.00227662843681445177179264475432,-2.28670527738770775231913082017e-180,-1.64740615778517468986184084404e-181,-1.36116933787000058749834599739e-181,1.0
canonical,182,-1.3556353151802494,2.8792247042643924,0.954881536359966867369199416744,-0.031254985569345588046383972547,0.0159096681903702192238112709886,-0.0153453173789753688225727015584,6.0553521792703925848303031146e-91,5.98735012444213848376333224273e-91,0.000194350715025640083034306892471,-0.000395849016576285161726792517781,0.000395849016576285161726792517781,-0.000201498301550645078692485625311,0.0000184779849128980442415887454835,-0.000017821883332978309613572770631,1.15900394904823191694078036351e-94,0.0000186257595970340883651154689377,0.797754942717449684754007204974,0.802603953819031253608648624601,0.799350500603702340675807437535,-0.000201498301550645078692485625311,0.000194350715025640083034306892471,0.000395849016576285161726792517781,4.57330529991237068811729226439e-180,-1.0614002530873054073252717438e-181,-0.000201498301550645078692485625311,-0.00247459989593284515822893869077,-0.00227310159438220007953645306546,4.57330529991237068811729226439e-180,-8.70771826257878050355544446136e-182,-1.07228490091552888295471604938e-181,1.0
canonical,183,-1.3540252969911992,2.872984107016705,0.95492967916140837021851273205,-0.0312068427679040851970706572415,0.0158845612309047536079122552292,-0.0153222815369993315891584020123,6.01329598108705047483473664119e-91,5.94529392625879637376776576932e-91,0.000194058962678738840341831256443,-0.000395239280873046272504380521233,0.000395239280873046272504380521233,-0.000201180318194307432162549264791,0.0000184488243690356614765686429189,-0.0000177951302347930346577264549827,1.15086283476155705377431837086e-94,0.0000185961317716135315180959054083,0.796485984824868332784473377882,0.801529050843770089945686276658,0.798089026723073650635404599202,-0.000201180318194307432162549264791,0.000194058962678738840341831256443,0.000395239280873046272504380521233,-1.05535383488944077234326337135e-180,-5.01870518782412146590053657131e-182,-0.000201180318194307432162549264791,-0.00247075222396820271446794601259,-0.0022695719057738952823053967478,-1.05535383488944077234326337135e-180,-8.84892450467465261982931653371e-182,-5.08930830887205752403747260749e-182,1.0
canonical,184,-1.352415278802149,2.8667535491601273,0.954977861522451181722567245238,-0.0311586604068612736930161440533,0.0158594355441779774150624743579,-0.0152992248626832962779536696954,5.97149870350402800330814930244e-91,5.90349664867577390224117843057e-91,0.000193766946487169267042067995302,-0.000394629044141603756797885957438,0.000394629044141603756797885957438,-0.000200862097654434489755817962136,0.0000184196420760491023227112337572,-0.0000177683529411536444394705890993,1.14277184203865155997257816021e-94,0.0000185664825932665248827509589274,0.795216112312522149850065474127,0.800454267245656128025437970671,0.796826611983721455887243961297,-0.000200862097654434489755817962136,0.000193766946487169267042067995302,0.000394629044141603756797885957438,-1.58299425333044675909385590858e-180,-1.67917756225674591602346206032e-181,-0.000200862097654434489755817962136,-0.00246690150350964490149360123015,-0.00226603940585521041173778326801,-1.58299425333044675909385590858e-180,-1.98159426407873869837667141526e-181,-1.67858920291467978220565426002e-181,1.0
canonical,185,-1.350805260613099,2.8605330145440613,0.955026082971301923058660838464,-0.031110438958010532356922550827,0.0158342913806540424279717279591,-0.0152761475773564899289508228679,5.92995941699903001429789962904e-91,5.86195736217077591323092875717e-91,0.000193474669254098770426983665212,-0.000394018312357290561724062997843,0.000394018312357290561724062997843,-0.000200543643103191791297079332631,0.000018390438324844377956723989215,-0.000017741551709101049138450027451,1.13473079093979775007569639568e-94,0.0000185368123591890742963437663463,0.793945337909136496816455256241,0.799379603292068432307385486609,0.795563268970127601116247944368,-0.000200543643103191791297079332631,0.000193474669254098770426983665212,0.000394018312357290561724062997843,-8.79420956967727385549048943462e-181,-1.05316322229837953387596253958e-181,-0.000200543643103191791297079332631,-0.00246304777253041803619700909609,-0.00226250412942722624489992976346,-8.79420956967727385549048943462e-181,-9.27254323096226896865093275075e-182,-1.06698966683693367859444584667e-181,1.0
canonical,186,-1.3491952424240488,2.854322487043892,0.955074343037014374116408212209,-0.0310621788922980812991751770828,0.0158091289902835127452538776349,-0.0152530499020145685539212994479,5.88867718496278262958577884203e-91,5.82067513013452852851880797016e-91,0.000193182133778470031362528415778,-0.000393407091484710243966558471049,0.000393407091484710243966558471049,-0.000200224957706240212604030055271,0.0000183612134057309267410717759789,-0.0000177147267952888116718375692196,1.12673950015342226433053604004e-94,0.0000185071213659425163995733525923,0.792673674316256793538025778286,0.798305059251568697009258814305,0.794299010240966421153896072553,-0.000200224957706240212604030055271,0.000193182133778470031362528415778,0.000393407091484710243966558471049,1.58292116032060681792783057133e-180,-2.55818641930354983982831571068e-181,-0.000200224957706240212604030055271,-0.00245919106893181028682923322642,-0.00225896611122557007422520317115,1.58292116032060681792783057133e-180,-2.58878110509098879835432132635e-181,-2.56259911436904584346187421294e-181,1.0
canonical,187,-1.3475852242349984,2.848121950560943,0.955122641249501931885812547012,-0.031013880679810523529770842279,0.0157839486224969073360758892209,-0.0152299320573136161936949530582,5.8476510638851232191598444841e-91,5.77964900905686911809287361224e-91,0.000192889342854925001461207040639,-0.00039279538747757918244769981916,0.00039279538747757918244769981916,-0.000199906044622654180986492778521,0.0000183319676084141142595818196335,-0.0000176878784559761784059993452251,1.11879778703211930505877453351e-94,0.0000184774099094459231461652378193,0.791401134207923201642946470987,0.797230635393905321383354256404,0.793033848328780295411138396192,-0.000199906044622654180986492778521,0.000192889342854925001461207040639,0.00039279538747757918244769981916,-1.7587606300200327195478256289e-180,-5.0951919022927188622155506105e-182,-0.000199906044622654180986492778521,-0.00245533143054215799784773196632,-0.0022554253859195038168612391878,-1.7587606300200327195478256289e-180,-1.69447490515046539528646486816e-182,-5.16285322663032425126344764517e-182,1.0
canonical,188,-1.3459752060459482,2.8419313890224385,0.95517097713955186896569439847,-0.0309655447897605864498889908219,0.0157587505261973094238486619757,-0.0152067942635632770260403288462,5.80688010353786580830389126944e-91,5.73887804870961170723692039757e-91,0.000192596299273717920212241685203,-0.000392183206278545992209621361488,0.000392183206278545992209621361488,-0.000199586907004828071997379676285,0.0000183027012219866495242371190304,-0.0000176610069470201030164170692312,1.11090546762804966048154534939e-94,0.0000184476782849674073238321661233,0.790127730230298237481066143108,0.796156331990018235197557684205,0.79176779573960831629494055391,-0.000199586907004828071997379676285,0.000192596299273717920212241685203,0.000392183206278545992209621361488,2.63807990497514747278548496383e-180,-1.12376634334631559201289857576e-181,-0.000199586907004828071997379676285,-0.00245146889511570847847580586708,-0.0022518819881108804064784261908,2.63807990497514747278548496383e-180,-1.53444116410847699684274318616e-181,-1.1211187263070179898327634744e-181,1.0
canonical,189,-1.344365187856898,2.8357507863814573,0.955219350238836001981950677792,-0.0309171716904764534336327114995,0.0157335349497548528549950148434,-0.0151836367407216005786376966561,5.76636334715900948650827165352e-91,5.69836129233075538544130078165e-91,0.000192303005820650028841197290859,-0.000391570553819056407318565364638,0.000391570553819056407318565364638,-0.000199267547998406378477368073779,0.0000182734145349221812154479247901,-0.000017634112523869259890206095656,1.10306235672859969160269922071e-94,0.0000184179267871176448996500977411,0.788853475001389331333553962168,0.795082149312042661228389076449,0.790500864952709265032278172674,-0.000199267547998406378477368073779,0.000192303005820650028841197290859,0.000391570553819056407318565364638,7.03471683809825887503322690562e-181,-1.3449894559631819075086314891e-181,-0.000199267547998406378477368073779,-0.00244760350033176999863322731111,-0.00224833595233336362015585923733,7.03471683809825887503322690562e-181,-1.76507802619840145342340090433e-181,-1.35616828346243845004697969483e-181,1.0
canonical,190,-1.342755169667848,2.8295801266168934,0.955267760079924542159953592604,-0.030868761849387913255629796687,0.0157083021409995546668325504124,-0.0151604597083883585887972462746,5.7260998316325235315861262902e-91,5.65809777680426943051915541834e-91,0.000192009465276984927349506564417,-0.000390957436019177861316183970625,0.000390957436019177861316183970625,-0.000198947970742192933966677406208,0.0000182441078350669731160923124116,-0.0000176071954415562825432739529202,1.09526826789118406179610268983e-94,0.0000183881557098414480294784131363,0.787578381110687896458903079227,0.794008087633313685626768472492,0.78923306842020149415741330166,-0.000198947970742192933966677406208,0.000192009465276984927349506564417,0.000390957436019177861316183970625,-1.9345022939352189408227554505e-180,-1.43442007595723424781541713492e-181,-0.000198947970742192933966677406208,-0.0024437352837936078005115940929,-0.0022447873130514148665449166867,-1.9345022939352189408227554505e-180,-1.15789118518615135344575099324e-181,-1.448246520495788392533900442e-181,1.0
canonical,191,-1.3411451514787978,2.823419393733415,0.955316206196297599586438430753,-0.0308203157330148558291449585384,0.0156830523472153760203859869147,-0.0151372633857994798087589716237,5.6860885876683853413907628984e-91,5.61808653284013124032379202653e-91,0.00019171568041937809050019300328,-0.000390343858787453784040613985538,0.000390343858787453784040613985538,-0.000198628178368075693540420982257,0.0000182147814096330062374807866968,-0.0000175802559546913003806136522759,1.08752301347809739305428099153e-94,0.0000183583653464107894849346005654,0.786302461118870562072585329698,0.792934147228370873568143674041,0.787964418566764528141547163737,-0.000198628178368075693540420982257,0.00019171568041937809050019300328,0.000390343858787453784040613985538,1.05515859333622041594242467376e-180,-2.22752846906238263422033194127e-181,-0.000198628178368075693540420982257,-0.00243986428302752791358544977905,-0.0022412361046594522200450287968,1.05515859333622041594242467376e-180,-1.81214677356369215884802492845e-181,-2.23576549985130850766964114549e-181,1.0
canonical,192,-1.3395351332897476,2.817268571761422,0.955364688122357796469115232327,-0.0307718338069546589464681569641,0.0156577858151337101614101636197,-0.0151140479918209487850579933445,5.64632863997994734795434332686e-91,5.57832658515169324688737245499e-91,0.000191421654019799594955824824063,-0.000389729828020743852827296541673,0.000389729828020743852827296541673,-0.00019830817400094425787147171761,0.000018185435545190415470563867516,-0.0000175532943174548529290420474462,1.07982640469084886372198562591e-94,0.000018328555989417153055056067576,0.785025727557471537651332712911,0.791860328372962162694932361518,0.78669492778931187584114959175,-0.00019830817400094425787147171761,0.000191421654019799594955824824063,0.000389729828020743852827296541673,4.39639207374210553314184463537e-180,-2.25106284274502798693264395332e-181,-0.00019830817400094425787147171761,-0.00243599053548187265590400416802,-0.00223768236148092839803253245041,4.39639207374210553314184463537e-180,-2.2028173766956050138724043286e-181,-1.04316111348325525897322993446e-181,1.0
canonical,193,-1.3379251151006974,2.8111276447570055,0.955413205393441639631780996802,-0.0307233165358708157838023924895,0.0156325027909275221573879571949,-0.0150908137449432936264144352946,5.60681900746058123635722993682e-91,5.53881695263232713529025906496e-91,0.000191127388845464306043276335777,-0.000389115349604079958175760156469,0.000389115349604079958175760156469,-0.000197987960758615652132483820692,0.0000181560705276606832482749802541,-0.0000175263107835914880990925456364,1.07217825160435689810032747866e-94,0.000018298727930764654936994148487,0.783748192928587998462173433928,0.790786631344048631365756196507,0.785424608456696590956031994149,-0.000197987960758615652132483820692,0.000191127388845464306043276335777,0.000389115349604079958175760156469,4.39628992806993672017562969051e-180,-1.28733024044070079336346705956e-181,-0.000197987960758615652132483820692,-0.00243211407852611557928728780617,-0.00223412611776749992715480398547,4.39628992806993672017562969051e-180,-1.89216364408468635806988576944e-181,-9.50200337436806115759597486831e-183,1.0
canonical,194,-1.3363150969116473,2.804996596801905,0.955461757545831587326312693062,-0.0306747643834808680892706962293,0.0156072035202051317751282191062,-0.015067560863275736314142477123,5.56755870335798728157119276236e-91,5.4995566485297331805042218905e-91,0.000190832887658757790569566057867,-0.000388500429410513375790380565927,0.000388500429410513375790380565927,-0.00019766754175175558522081450806,0.0000181266866423094187372801850119,-0.0000174993056064029685305718215343,1.0645783632006918658007389591e-94,0.0000182688814616627460673245430328,0.782469869704567522596959470162,0.789713056419808484937765099549,0.784153472909398902649416302378,-0.00019766754175175558522081450806,0.000190832887658757790569566057867,0.000388500429410513375790380565927,4.92373022719086110010559973989e-180,-1.78272880646038546795763491337e-181,-0.00019766754175175558522081450806,-0.00242823494944990123425338536452,-0.00223056740769814564903257085646,4.92373022719086110010559973989e-180,-2.2028173766956050138724043286e-181,-1.79537853231480734504050261985e-181,1.0
canonical,195,-1.334705078722597,2.7988754120034676,0.955510344116767151604339754164,-0.030626177812545303811243635127,0.0155818882480045039204673603722,-0.0150442895645407998907762747548,5.52854673544752147017282870332e-91,5.46054468061926736910585783145e-91,0.000190538153217168016067909020397,-0.000387885073300974153400493933315,0.000387885073300974153400493933315,-0.000197346920083806137332584912919,0.0000180972841737397265431832240706,-0.0000174722790387420085386068074409,1.05702654740262863603943571877e-94,0.0000182390168726195152158649118901,0.781190770327721258444949207497,0.788639603879641791921616576413,0.782881533459239348292713000858,-0.000197346920083806137332584912919,0.000190538153217168016067909020397,0.000387885073300974153400493933315,3.34102490327194364820332776896e-180,-7.00735976400765377009090159019e-182,-0.000197346920083806137332584912919,-0.00242435318546216228812335784515,-0.00222700626537835615079077293223,3.34102490327194364820332776896e-180,-1.92981864197691892240958498873e-182,-7.10738085215889651911822764144e-182,1.0
canonical,196,-1.3330950605335468,2.7927640744946105,0.955558964644457939179185536126,-0.0305775572848545162363978531657,0.0155565572187865340097857359562,-0.0150210000660679822266121172095,5.48978210620219391287487765171e-91,5.42178005137393981180790677984e-91,0.000190243188273205228114973460239,-0.000387269287124105946314443734231,0.000387269287124105946314443734231,-0.000197026098850900718199470273992,0.0000180678634058844080819127264064,-0.0000174452313330049270084212259398,1.04952261110655475989518927254e-94,0.0000182091344534338083403782348032,0.779910907209986392461353416463,0.787566274004174867568073096917,0.781608802389041407799565361929,-0.000197026098850900718199470273992,0.000190243188273205228114973460239,0.000387269287124105946314443734231,-1.40671456563521743363871393263e-180,-1.70859552936005260691385207539e-181,-0.000197026098850900718199470273992,-0.00242046882369008206413179479493,-0.00222344272483918134593232452094,-1.40671456563521743363871393263e-180,-1.1814255588687967061580630053e-181,-1.71124314639935020909398717675e-181,1.0
